# ==================================================
# The below features have been synthesized with the following specs:
# Synthetic Method: PRC.
# Seed: 0.
# 50 examples (rows) are generated.
# 100 total features (columns) appear in the following order: 
# 10 relevant features.
# 90 irrelevant features. 
# ==================================================
2.414651,3.605546,3.307926,3.283440,2.779539,7.829302,10.211093,9.615852,9.566880,8.559077,3.296935,2.731446,2.960602,2.971891,2.691614,2.764298,2.750097,2.890174,2.864511,3.769174,2.837731,2.514143,3.035912,3.120628,2.833560,3.480987,3.357646,2.225568,3.465754,2.736989,2.747458,2.611949,3.060318,3.082292,2.640891,3.009671,2.933557,2.541883,2.931427,3.457300,3.509605,3.174501,2.993132,3.000753,2.781900,3.149102,2.958105,3.214607,3.178051,2.523732,2.854055,2.712222,3.077559,3.162546,3.214980,3.892904,3.143299,3.562828,3.826585,3.289656,3.555372,3.849312,3.193119,3.514345,3.587978,3.355030,3.332195,3.596821,3.110191,3.741328,3.486659,3.433613,3.385310,3.969094,3.351395,3.902218,3.942688,3.091901,3.600292,3.718165,3.474099,3.511503,3.806565,3.284264,3.769748,3.654613,3.448090,3.168167,3.028225,3.106397,3.543993,3.761890,3.835825,3.448652,3.055693,3.452957,3.121292,3.259301,3.035387,3.252430,0.603091
3.344245,2.933104,3.119679,2.928837,3.359594,9.688490,8.866208,9.239359,8.857674,9.719189,3.365426,2.939561,2.981121,3.081001,3.095324,2.949998,2.819892,3.346160,2.328032,2.527023,2.786267,3.108940,2.876299,3.601939,3.092869,2.966357,2.837595,3.477926,2.962002,2.477143,2.925105,3.098157,3.058947,3.057765,2.980734,2.435812,3.114439,3.062006,2.936903,2.629951,3.400178,2.854996,2.775569,3.256194,2.831550,3.027247,3.006067,3.100999,3.763968,2.899046,3.370612,2.942338,2.332820,3.157688,2.625695,3.570483,3.064749,3.334079,3.602461,3.037877,3.451904,3.746517,3.904608,3.824472,3.536176,3.573751,3.800777,3.762331,3.989908,3.419330,3.452752,3.107993,3.687104,3.276588,3.688619,3.128045,3.391263,3.925992,3.287861,3.148586,3.928693,3.377385,3.868243,3.718159,3.121802,3.462783,3.960924,3.631759,3.482879,3.723142,3.240697,3.351656,3.049509,3.411621,3.086273,3.120618,3.208974,3.879155,3.890379,3.428032,0.625160
3.217287,3.039119,3.067411,2.906639,2.883952,9.434573,9.078239,9.134821,8.813278,8.767905,3.116491,2.773207,2.786395,2.310103,3.048050,3.190186,2.957588,3.356772,2.526678,3.290418,3.485464,2.915754,3.417451,3.400245,3.107362,3.058458,3.096466,2.719338,3.106973,2.880655,3.234967,2.579099,3.443933,2.047502,3.070287,2.621605,3.080162,2.810216,2.878454,3.069634,2.929574,3.012954,3.187886,3.232377,3.289784,3.218982,2.791838,2.622263,3.105616,3.032907,3.196562,3.211583,2.132550,3.402214,3.083892,3.962245,3.692133,3.365127,3.502428,3.238794,3.486704,3.813975,3.782317,3.639190,3.159451,3.044631,3.827453,3.713926,3.471530,3.225633,3.659892,3.763531,3.391980,3.321984,3.967903,3.397101,3.555413,3.303365,3.579773,3.309268,3.414148,3.217022,3.514844,3.593940,3.368463,3.423286,3.620385,3.047314,3.442768,3.728667,3.459081,3.696908,3.791774,3.016649,3.083624,3.730390,3.273262,3.713616,3.544189,3.790900,0.603625
3.120728,2.814144,2.711834,3.199446,2.936379,9.241457,8.628289,8.423668,9.398892,8.872758,3.348326,2.791308,3.509844,2.580034,3.117262,2.966686,2.651642,2.810515,3.384763,3.255863,2.780127,2.976792,3.397471,3.409141,2.302492,2.658462,2.370492,2.982465,3.480186,2.958345,2.879637,3.125115,3.010715,2.801966,2.751283,2.774453,3.469011,2.456967,3.209668,3.554824,2.964049,2.738547,3.246355,2.702599,3.483763,2.581182,3.211250,3.182723,2.939229,2.962634,2.738869,2.896950,2.297111,2.750567,3.216925,3.743488,3.904581,3.013851,3.596961,3.264439,3.666878,3.278212,3.620430,3.537770,3.656852,3.428178,3.451893,3.714808,3.180221,3.698808,3.255614,3.503133,3.478530,3.831238,3.885486,3.328529,3.988657,3.733579,3.089754,3.156909,3.545009,3.835486,3.603547,3.463828,3.430737,3.630645,3.598754,3.536993,3.459785,3.495136,3.804215,3.495231,3.899436,3.362228,3.496474,3.814297,3.257095,3.245619,3.565666,3.511837,0.589050
3.047433,2.377096,2.966912,3.187390,2.306369,9.094865,7.754193,8.933824,9.374781,7.612739,3.023060,3.277322,3.665322,3.113103,3.043957,3.285964,3.362730,3.182041,2.556699,2.832278,3.126937,2.865597,3.128856,2.747016,3.088120,2.979935,3.159797,3.142503,3.423962,2.983164,2.883055,3.316664,2.810694,3.284811,3.284324,3.261394,3.210329,3.693920,2.847542,3.082390,3.555676,2.746628,2.736623,2.823646,3.106776,2.800955,2.753390,3.309631,2.448394,3.162287,3.228276,3.014754,2.917303,3.013495,3.496471,3.182138,3.522355,3.872008,3.575142,3.561750,3.087186,3.349172,3.485407,3.531212,3.224969,3.814988,3.317313,3.049023,3.948744,3.947749,3.252701,3.583818,3.350354,3.586070,3.110051,3.685009,3.936354,3.710442,3.328460,3.115546,3.082820,3.962900,3.175168,3.486151,3.902584,3.766565,3.946295,3.163656,3.331021,3.145440,3.981999,3.444183,3.201066,3.778093,3.112378,3.969361,3.600656,3.355719,3.154554,3.910197,0.545496
3.606458,3.401576,2.880353,3.610333,3.092211,10.212915,9.803151,8.760706,10.220666,9.184422,3.673968,2.540621,2.834047,2.553675,2.916505,2.953441,3.227144,3.121530,3.125306,3.330736,3.470432,2.920752,3.071629,2.435267,3.503993,2.869795,3.102650,3.198546,2.833060,3.034200,3.184252,2.976695,2.439719,3.119736,3.120613,3.373757,2.683008,2.679393,3.126640,3.405082,3.648987,3.406967,3.125155,2.770875,3.178943,3.012772,3.062481,2.935969,3.216207,2.805609,3.245533,2.948219,2.604534,3.371962,2.781243,3.961160,3.374616,3.634190,3.648240,3.070769,3.969747,3.282483,3.310989,3.791001,3.495226,3.734601,3.892479,3.486701,3.616050,3.657637,3.658233,3.403084,3.198954,3.803202,3.608968,3.089525,3.594246,3.567579,3.775848,3.351144,3.950497,3.649811,3.274753,3.342900,3.330530,3.403574,3.206880,3.292725,3.360834,3.601656,3.010339,3.269572,3.407231,3.111430,3.299432,3.352529,3.793619,3.603455,3.615361,3.889632,0.658407
2.658129,2.889394,3.170247,3.189234,2.715083,8.316258,8.778789,9.340495,9.378468,8.430166,3.376325,3.102128,2.942186,3.548039,2.651923,2.993919,2.267552,2.775919,3.006284,2.398122,3.283782,3.504196,3.106124,2.937452,3.712837,2.895923,3.529393,2.805392,3.582066,2.797563,3.364741,3.213260,2.749332,2.612168,2.952518,3.358570,2.703579,3.014654,2.702543,2.832428,2.987004,3.320875,2.523077,2.823448,3.066193,2.230349,3.291440,3.059731,2.319981,3.068433,2.553049,2.996608,3.418074,2.884926,3.006361,3.860001,3.960489,3.303020,3.574759,3.337913,3.844774,3.009954,3.833214,3.483631,3.448004,3.505054,3.391161,3.725252,3.905800,3.770256,3.402339,3.959511,3.191711,3.923190,3.748977,3.677335,3.753332,3.528254,3.239845,3.417231,3.634434,3.721283,3.936487,3.854513,3.548403,3.069643,3.173194,3.923730,3.494617,3.129182,3.324777,3.071800,3.701527,3.451872,3.354637,3.778588,3.931686,3.570351,3.146524,3.385662,0.581531
2.586290,2.683030,3.740808,3.452115,2.957278,8.172579,8.366059,10.481616,9.904230,8.914555,2.969202,2.671381,2.473005,2.425153,3.065919,2.892522,2.791857,2.664908,3.023018,2.745455,3.001027,2.786848,3.424143,2.867852,2.603880,2.977947,2.595021,2.942238,2.501497,2.976525,2.857038,2.672736,2.856360,3.484838,2.421323,2.642344,2.546571,3.286069,2.713934,2.725515,3.367229,2.731212,3.466426,2.890908,3.111113,3.277447,3.173460,3.071660,2.203325,3.060486,2.913027,3.263200,3.277447,2.303230,2.659388,3.971733,3.764044,3.936962,3.081515,3.611631,3.301084,3.429644,3.806544,3.764979,3.038065,3.763377,3.193276,3.773551,3.580245,3.794109,3.444733,3.489810,3.097178,3.397186,3.558881,3.177449,3.225972,3.000645,3.471166,3.045124,3.333295,3.514331,3.199910,3.576924,3.930826,3.855612,3.861610,3.214955,3.198337,3.169596,3.079581,3.972042,3.165108,3.673645,3.821014,3.432458,3.386861,3.101409,3.583848,3.995402,0.604407
2.937699,2.758740,3.298619,2.551723,3.364469,8.875397,8.517480,9.597238,8.103446,9.728938,3.061207,3.533119,2.677388,2.994270,2.522073,2.958263,2.945777,2.998872,2.829280,3.149552,2.740186,3.439822,3.357848,3.422374,3.080059,2.810758,2.501583,2.890692,2.507200,2.612119,3.723074,2.971596,2.810691,2.856515,2.654518,3.287449,3.083939,2.702663,3.180273,3.329280,3.213872,2.853905,3.062860,3.244873,3.230838,2.948457,3.235860,2.717357,3.189453,2.733271,3.166743,3.710961,2.834463,3.525053,2.385128,3.151903,3.136264,3.946909,3.578203,3.206093,3.797305,3.625514,3.680157,3.837337,3.149143,3.615684,3.150506,3.346820,3.267511,3.269979,3.575537,3.412614,3.282168,3.615732,3.849979,3.856933,3.278659,3.508460,3.051114,3.749978,3.742543,3.650669,3.378215,3.422351,3.717540,3.074549,3.074660,3.790318,3.736050,3.572124,3.623993,3.239076,3.940287,3.743655,3.312837,3.874265,3.150634,3.008460,3.453071,3.423466,0.589915
3.187682,2.882216,2.913277,3.073085,2.973521,9.375364,8.764433,8.826553,9.146170,8.947042,3.110453,2.952613,3.076905,3.229269,3.534465,3.009620,3.107740,3.281053,2.585338,2.964540,2.891121,2.615089,3.120337,2.483338,3.199642,3.070661,3.035495,2.756963,3.044942,3.112075,3.171467,2.691818,3.052883,3.513395,3.515823,2.912663,3.072934,2.976253,2.857441,2.650187,3.171205,3.680174,3.395366,2.962167,3.117729,2.845362,1.880820,2.757669,3.285655,3.454665,2.533996,3.267184,3.016138,3.016689,2.642657,3.416615,3.823781,3.127023,3.614539,3.353864,3.505215,3.261988,3.744645,3.927207,3.273228,3.293185,3.073864,3.869838,3.673396,3.716709,3.078622,3.369376,3.027304,3.119487,3.863922,3.505984,3.121452,3.196846,3.367448,3.609007,3.513929,3.675939,3.843808,3.284772,3.241639,3.651199,3.811579,3.984180,3.370901,3.894365,3.624363,3.479771,3.508968,3.009326,3.775947,3.701632,3.560862,3.469244,3.978589,3.938689,0.600375
